Category,ASIN,SKU,Product Name,Shipping Template,BB Jan 25,BB Feb 25,BB Mar 25,BB Apr 25,BB May 25,BB Jun 25,BB Jul 25,BB Aug 25,BB Sep 25,BB Oct 25,BB Nov 25,BB Dec 25,BB Jan-Feb 26,Pre-Change Avg BB,Post-Change Avg BB,BB Change,Sessions (Total),Revenue (Total),Orders (Total),Sessions (Jan-Feb 26),Revenue (Jan-Feb 26),Active Months,Wasted Sessions (Latest),Notes,Buy Box,BB Profit if matched,Updated
🔵 NEW LISTING,B01HM2S0VY,CAL30 - 002 Prime,Callebaut Milk Chocolate Callets with Real Caramel 2.5 kg,One Day,0.0%,0.0%,6.1%,63.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,6.9%,6.9%,269,481,8,31,0,2,31,"Listed post-March 2025. 2 active months, £481 total revenue.",,,
🔵 NEW LISTING,B0D87F86Z7,Bundle - 149 Prime,Bundle - Yorkshire Tea 1040 & Borders Assorted 100 x 2 Biscuits,One Day,100.0%,100.0%,,100.0%,100.0%,,100.0%,100.0%,87.5%,83.3%,66.7%,100.0%,100.0%,100.0%,92.2%,-7.8%,35,471,3,1,0,1,0,"Listed post-March 2025. 1 active months, £471 total revenue.",,,
🔵 NEW LISTING,B0F4DKLXFR,Callebaut Chunks Bundle - 002 Prime,Belgian Baking Chocolate Chunks Duo – 45.4% Dark & 27.3% Milk – 2 x 2.5kg Bulk Pack,One Day,,,,100.0%,100.0%,100.0%,100.0%,93.8%,85.0%,100.0%,,100.0%,100.0%,,97.3%,,99,468,6,29,139,3,0,"Listed post-March 2025. 3 active months, £468 total revenue.",,,
🔵 NEW LISTING,B00FR9X8RG,CAL07,Callebaut White Chocolate Couverture 5 kg,One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.3%,0.3%,419,442,4,43,0,2,43,"Listed post-March 2025. 2 active months, £442 total revenue.",,,
🔵 NEW LISTING,B00CCG7XQO,DES05 - 004,Callebaut Dark Chocolate Mousse Powder 800 g (Pack of 2),One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,53.8%,47.1%,0.0%,5.4%,5.4%,143,437,6,15,33,4,7,"Listed post-March 2025. 4 active months, £437 total revenue.",,,
🔵 NEW LISTING,B0D3M1H571,ORI85 - 004 Prime,"Bulldog Tonkatsu Sauce 500ml - Japanese Flavours with Premium Ingredients - Perfect for Tonkatsu, Katsu Curry, and More!",One Day,,,,,,18.9%,1.8%,38.9%,77.2%,42.7%,94.9%,26.9%,18.0%,,43.0%,,419,433,45,97,19,7,79,"Listed post-March 2025. 7 active months, £433 total revenue.",,,
🔵 NEW LISTING,B0G4XHJGKK,CALCRI001 - 001 One,"Callebaut Dark Chocolate Crispearls – 800 g Bag – Dark Chocolate Crispy Pearls for Desserts, Ice Cream, Pastries & Baking - Sold by Parkers Foodservice",One Day,,,,,,,,,,,98.4%,100.0%,94.1%,,99.2%,,204,420,19,99,200,3,5,"Listed post-March 2025. 3 active months, £420 total revenue.",,,
🔵 NEW LISTING,B0F4XGGV55,BAK06G - 001 One Day,"Chef William Gluten Free Baking Powder, 900g – Aluminium-Free Double-Acting Raising Agent, Ideal for Gluten-Free Cakes, Breads, Pastries, and General Baking, Resealable Catering Pack",One Day,,,,,,93.3%,95.2%,92.9%,94.4%,98.1%,100.0%,93.9%,95.6%,,95.4%,,250,408,48,59,96,8,2,"Listed post-March 2025. 8 active months, £408 total revenue.",,,
🔵 NEW LISTING,B07FSTSGVW,DES03 - 005,Callebaut Milk Chocolate Mousse Powder Mix - 10x800g,One Day,40.0%,75.0%,100.0%,,100.0%,0.0%,100.0%,100.0%,66.7%,100.0%,,100.0%,100.0%,57.5%,83.3%,25.8%,32,385,2,3,0,2,0,"Listed post-March 2025. 2 active months, £385 total revenue.",,,
🔵 NEW LISTING,B08FZNW9VM,JUS04A,Essential Cuisine Premier Red Wine Jus - 2x1.2kg,One Day,100.0%,75.0%,100.0%,57.1%,100.0%,100.0%,50.0%,100.0%,100.0%,100.0%,88.9%,81.8%,82.4%,87.5%,87.8%,0.3%,85,374,5,15,150,3,2,"Listed post-March 2025. 3 active months, £374 total revenue.",,,
🔵 NEW LISTING,B00W5V6P8I,CAL06,Callebaut Milk Chocolate Couverture 5 kg,One Day,0.0%,0.0%,0.0%,15.6%,0.0%,0.0%,0.0%,3.7%,0.0%,0.0%,0.0%,0.0%,3.6%,0.0%,1.9%,1.9%,243,371,4,24,0,4,23,"Listed post-March 2025. 4 active months, £371 total revenue.",,,
🔵 NEW LISTING,B01GV7MWJ2,CHO91A - 001 Prime,Callebaut Bakestable Milk Chocolate Chunks 10kg,One Day,,,64.3%,100.0%,90.9%,100.0%,100.0%,100.0%,100.0%,83.3%,100.0%,87.5%,81.8%,,92.6%,,95,339,2,11,0,2,1,"Listed post-March 2025. 2 active months, £339 total revenue.",,,
🔵 NEW LISTING,B0716KSYYD,CAL00000,Callebaut W2 White Chocolate Chips (callets) - 3 x 1kg Bundle,One Day,0.0%,0.0%,28.6%,82.6%,0.0%,0.0%,0.0%,25.0%,56.3%,100.0%,8.7%,33.3%,15.0%,0.0%,33.4%,33.4%,197,339,6,33,58,5,28,"Listed post-March 2025. 5 active months, £339 total revenue.",,,
🔵 NEW LISTING,B01AAABPFI,DES05 - 002,Callebaut Dark Chocolate Mousse Powder 800 g,One Day,0.0%,0.0%,0.0%,0.0%,16.7%,7.1%,0.0%,0.0%,0.0%,0.0%,0.0%,17.8%,13.6%,0.0%,4.2%,4.2%,321,317,8,56,38,5,48,"Listed post-March 2025. 5 active months, £317 total revenue.",,,
🔵 NEW LISTING,B0FHQBMMYX,OIL03J - 001 One Day,La Española Pomace Oil Blend – 5 Litre Plastic Bottle,One Day,,,,,,,100.0%,47.8%,18.0%,87.0%,94.7%,96.2%,86.1%,,73.9%,,486,306,16,183,128,4,25,"Listed post-March 2025. 4 active months, £306 total revenue.",,,
🔵 NEW LISTING,B0D3M55VSM,BRE13 - 001 One Day,St Pierre Pre Sliced Broche Loaf 2 x 500g Bread Soft Sweet Buterry Bread with Welari Thank You Card | (2pack) (1000g),One Day,,,,,,,,16.7%,69.1%,40.7%,21.4%,94.7%,96.9%,,48.5%,,259,288,22,30,82,6,0,"Listed post-March 2025. 6 active months, £288 total revenue.",,,
🔵 NEW LISTING,B082NYDQNF,CAL01A - 005,Callebaut 70-30-38 Finest Belgian Dark Chocolate Couverture Callets 70.5% Cocoa 7 x 400g,One Day,0.0%,0.0%,10.0%,,75.0%,100.0%,100.0%,81.8%,88.9%,100.0%,87.5%,100.0%,100.0%,0.0%,82.6%,82.6%,151,270,4,10,0,3,0,"Listed post-March 2025. 3 active months, £270 total revenue.",,,
🔵 NEW LISTING,B0G537G3MD,CALPEN004 - 001 one,"Callebaut Marbled Chocolate X‑Large Pencils – Box of 115 - 900g – Dark & White Chocolate Decorative Pencils for Cakes, Desserts, Pastries & Ice‑Cream",One Day,,,,,,,,,,,100.0%,97.0%,96.6%,,98.5%,,90,270,3,52,90,3,1,"Listed post-March 2025. 3 active months, £270 total revenue.",,,
🔵 NEW LISTING,B0G4XJ1LMJ,CALCRI005 - 001 One,"Callebaut Gold Chocolate Crispearls – 800 g Bag – Salted Caramel Chocolate Crisp Pearls for Desserts, Ice Cream & Pastry Decoration - Sold by Parkers Foodservice",One Day,,,,,,,,,,,100.0%,82.2%,92.2%,,91.1%,,165,269,13,93,164,3,7,"Listed post-March 2025. 3 active months, £269 total revenue.",,,
🔵 NEW LISTING,B0D49VBL3K,DEH04 -- 003 Prime,"Essential Cuisine Beef Demi-Glace Mix - Perfect for mouth-watering sauces, stews, and banquets! - 1.5Kg",One Day,,,,,,,17.7%,16.7%,8.3%,28.4%,58.8%,90.2%,37.8%,,36.7%,,323,261,8,82,98,4,51,"Listed post-March 2025. 4 active months, £261 total revenue.",,,
🔵 NEW LISTING,B0FMFRK9C2,VEG21B - 003 Prime,Maggi Rich & Rustic Tomato Sauce Pack of 6 x 950g,One Day,,,,,,,,28.1%,30.5%,3.0%,3.3%,6.0%,7.4%,,14.2%,,552,257,10,142,79,5,131,"Listed post-March 2025. 5 active months, £257 total revenue.",,,
🔵 NEW LISTING,B0G539WBJ3,CALCUP001 - 001 One,"Callebaut Dark Chocolate Snobinettes – 90 pcs (23 mm × 26 mm) 430g – Premium Dark Chocolate Cups for Pralines, Mousse, Ganache & Dessert Shells - Sold by Parkers Foodservice",One Day,,,,,,,,,,,88.9%,98.7%,99.0%,,93.8%,,210,248,7,98,106,3,0,"Listed post-March 2025. 3 active months, £248 total revenue.",,,
🔵 NEW LISTING,B0FZD1V8K1,CALCHO002 - 001 One,"Callebaut Alkalised 'Extra Brute' Deep Dark Red Cocoa Powder (22-24% Fat), 1kg",One Day,,,,,,,,,,,11.8%,86.0%,86.5%,,48.9%,,351,243,11,111,110,3,15,"Listed post-March 2025. 3 active months, £243 total revenue.",,,
🔵 NEW LISTING,B0G4XH595X,CALCRI003 - 001 One,"Callebaut White Chocolate Crispearls – 800 g Bag – White Chocolate Crispy Pearls for Desserts, Pastries, Ice Cream & Baking",One Day,,,,,,,,,,,100.0%,100.0%,100.0%,,100.0%,,140,240,12,79,100,3,0,"Listed post-March 2025. 3 active months, £240 total revenue.",,,
🔵 NEW LISTING,B0DWTCJWF2,CHU11 - 002 Prime,The Bay Tree Spiced Apple & Onion Chutney 1.2kg,One Day,,50.0%,100.0%,,100.0%,100.0%,100.0%,100.0%,80.0%,100.0%,95.2%,100.0%,100.0%,50.0%,97.2%,47.2%,75,232,9,14,0,5,0,"Listed post-March 2025. 5 active months, £232 total revenue.",,,
🔵 NEW LISTING,B0F4KRCKSC,DRE07 - 003 Prime,Lion Caesar Dressing 2.27 litres,One Day,,,,,,,0.0%,76.9%,68.8%,75.0%,76.0%,94.9%,96.5%,,65.3%,,160,224,13,52,81,6,1,"Listed post-March 2025. 6 active months, £224 total revenue.",,,
🔵 NEW LISTING,B07FSLYF6W,DES05 - 007,Callebaut Dark Chocolate Mousse Powder Mix - 10x800g,One Day,0.0%,0.0%,40.0%,100.0%,87.5%,75.0%,,62.5%,11.1%,100.0%,33.3%,100.0%,100.0%,0.0%,67.7%,67.7%,56,209,1,6,0,1,0,"Listed post-March 2025. 1 active months, £209 total revenue.",,,
🔵 NEW LISTING,B0DK7N341G,UHT31B - 009 Prime,Cooks Professional Jersey Luxury Ice Cream Mix | Soft Serve Creamy Taste Icecream Mixture for Home or Commercial use | Superior Creamy Vanilla Taste | 1L,One Day,,,,,,,,83.3%,56.1%,72.3%,59.6%,59.4%,64.4%,,66.2%,,617,195,22,93,26,6,33,"Listed post-March 2025. 6 active months, £195 total revenue.",,,
🔵 NEW LISTING,B0BSNQJSG6,BARE002 - 003 One Day,BAREBELLS Salted Peanut Caramel 12 Pack 55g,One Day,,,,,,,,,53.3%,3.3%,18.8%,18.9%,10.3%,,23.6%,,401,163,6,162,55,4,145,"Listed post-March 2025. 4 active months, £163 total revenue.",,,
🔵 NEW LISTING,B0D882957H,WATER003 - 005 One Day,Spring Natural Mineral Water Still/Sparkling 330ml 500ml 750ml 1.5L (Ice Valley 500ml),One Day,,,,,,,,,97.6%,95.8%,95.2%,98.3%,97.3%,,96.7%,,610,144,9,133,26,5,3,"Listed post-March 2025. 5 active months, £144 total revenue.",,,
🔵 NEW LISTING,B0G52ZLSFL,CALCRI004 - 001 Prime,"Callebaut Ruby Chocolate Crispearls – 800 g Bag – Fruity Ruby Chocolate & Crispy Cereal Pearls for Desserts, Cakes & Pastries - Sold by Parkers Foodservice",One Day,,,,,,,,,,,96.4%,97.0%,94.1%,,96.7%,,113,131,7,61,75,2,3,"Listed post-March 2025. 2 active months, £131 total revenue.",,,
🔵 NEW LISTING,B0D3M4342P,BRE13 - 002 One Day,St Pierre Pre Sliced Broche Loaf 1 x 500g Bread Soft Sweet Buterry Bread with Welari Thank You Cardc | (1pack) (500g),One Day,,,,,,,,0.0%,74.7%,43.4%,12.9%,95.1%,77.0%,,45.2%,,413,103,10,91,30,4,20,"Listed post-March 2025. 4 active months, £103 total revenue.",,,
🔵 NEW LISTING,B079SWMPP1,TRU14 - 001 Prime,LA ESPAÑOLA - Extra Virgin Olive Oil Flavoured with White Truffle 250 ml Bottle,One Day,,,,,,,,,,2.8%,0.0%,2.2%,3.5%,,1.7%,,193,99,9,71,16,3,68,"Listed post-March 2025. 3 active months, £99 total revenue.",,,
🔵 NEW LISTING,B0D63WNBRP,BRE13 - 008 One Prime,"St Pierre Sliced Brioche Loaf | 500g Each | Rich, soft and tasty pre-sliced brioche loaf | Suitable for vegetarians (3 Packs)",One Day,,,,,,,,14.3%,75.5%,27.6%,0.3%,0.2%,0.2%,,23.6%,,"1,825",89,6,586,0,2,585,"Listed post-March 2025. 2 active months, £89 total revenue.",,,
🔵 NEW LISTING,B0D67C6BHQ,FRB32C - 002 One day,"St Pierre 6 Brioche Buns | Rich, soft and delicious pre-sliced gourmet brioche burger buns | Suitable for vegetarians (7 Packs)",One Day,,,,,,,,0.0%,38.5%,38.5%,16.0%,37.5%,33.3%,,26.1%,,104,87,3,31,29,3,20,"Listed post-March 2025. 3 active months, £87 total revenue.",,,
🔵 NEW LISTING,B001E140Z0,CAN10 - 002 Prime,"Red Bull Energy Drink, 24 x 250 ml",One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5.9%,2.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.9%,0.9%,773,82,1,225,0,1,225,"Listed post-March 2025. 1 active months, £82 total revenue.",,,
🔵 NEW LISTING,B01CORMEOQ,CRI11 - 002 Prime,Walkers Cheese & Onion Crisps 32.5g (case of 32),One Day,,,,0.0%,0.0%,0.0%,0.7%,0.0%,0.0%,0.0%,0.3%,0.0%,0.5%,,0.1%,,"4,287",78,3,698,0,2,694,"Listed post-March 2025. 2 active months, £78 total revenue.",,,
🔵 NEW LISTING,B00TKH83HG,MONINT05 - 004,4 x Monin white chocolate sauce 500 ml - white Chocolate flavoured sauce,One Day,,,,,7.0%,9.3%,2.7%,3.2%,16.8%,8.2%,27.3%,8.6%,5.6%,,10.4%,,852,75,2,204,0,2,192,"Listed post-March 2025. 2 active months, £75 total revenue.",,,
🔵 NEW LISTING,B0G66JJSVX,DRIMIX004 - 001 Prime,"Curtis Dried Mixed Fruit & Peel 3kg – Raisins, Sultanas, Currants & Mixed Citrus Peel – Ready to Use Baking Mix – Vegan – Bulk Catering Pack",One Day,,,,,,,,,,,100.0%,100.0%,100.0%,,100.0%,,35,68,4,22,51,2,0,"Listed post-March 2025. 2 active months, £68 total revenue.",,,
🔵 NEW LISTING,B0D63JCPDK,WOODEN002 - 001 Prime,The Wooden Spoon Company 1.2kg (Red Onion Marmalade),One Day,,,100.0%,100.0%,100.0%,0.0%,100.0%,100.0%,100.0%,97.1%,100.0%,100.0%,95.2%,,89.7%,,180,64,4,57,16,4,2,"Listed post-March 2025. 4 active months, £64 total revenue.",,,
🔵 NEW LISTING,B00JEHFA2S,PEP13E - 001 Prime,Old India Pink Pepper Corns 250 g,One Day,0.9%,0.0%,0.0%,0.7%,0.0%,1.0%,2.1%,0.0%,0.0%,0.0%,0.0%,3.2%,1.9%,0.4%,0.7%,0.2%,"1,202",47,4,83,24,2,81,"Listed post-March 2025. 2 active months, £47 total revenue.",,,
🔵 NEW LISTING,B0D644Z15H,BRE13 - 007 One Prime,"St Pierre Sliced Brioche Loaf | 500g Each | Rich, soft and tasty pre-sliced brioche loaf | Suitable for vegetarians (5 Pack)",One Day,,,,,,,,66.7%,80.3%,31.1%,21.9%,23.8%,25.2%,,44.7%,,500,46,2,126,0,1,94,"Listed post-March 2025. 1 active months, £46 total revenue.",,,
🔵 NEW LISTING,B0083G1N86,CUS04 - 006 One Day,Bird’s Original Homemade Taste Custard Powder Dessert Mix – Easy to Prepare & Smooth Texture 3 Kg Tub (Pack of 1),One Day,,,,,,,,,,,0.0%,0.0%,0.0%,,0.0%,,"1,924",40,2,923,20,2,923,"Listed post-March 2025. 2 active months, £40 total revenue.",,,
🔵 NEW LISTING,B00XVJIWOS,BAR80 - 001 Prime,Walkers Quavers Cheese Snacks Crisps 20g (Pack of 32),One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.5%,0.0%,0.9%,0.0%,0.1%,0.1%,"4,877",32,1,494,0,1,489,"Listed post-March 2025. 1 active months, £32 total revenue.",,,
🔵 NEW LISTING,B0DNR3N92Z,PIC01C - 006 One Day,"Branston - Small Chunk Pickle, 2 x 2.55kg",One Day,,,,,,,,,6.3%,2.0%,0.0%,0.0%,0.0%,,2.1%,,250,30,1,29,0,1,29,"Listed post-March 2025. 1 active months, £30 total revenue.",,,
🔵 NEW LISTING,B0D81CZHRD,CRUSHA007 - 002 One Day,"Milkshake Mix Bundle with Crusha Milkshake Mix, Banana, 500ml (no added sugar) 2 Pack + Brightdale Kitchen Card",One Day,,,,,,,,,,,,6.8%,13.5%,,6.8%,,297,29,3,210,19,2,181,"Listed post-March 2025. 2 active months, £29 total revenue.",,,
🔵 NEW LISTING,B00ICL6UTO,COF08 - 001,Lyons Rich Roast Coffee Granules 750 g (Pack of 1),One Day,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.2%,0.2%,0.0%,0.0%,0.0%,"5,343",25,1,866,0,1,864,"Listed post-March 2025. 1 active months, £25 total revenue.",,,
🔵 NEW LISTING,B0DDYBQD9T,BARE002 - 004,"Barebell Protein Bar 12 x 55g (1 Box, Peanut Caramel)",One Day,,,,,,,,,57.1%,0.0%,18.2%,5.0%,2.7%,,20.1%,,92,25,1,36,0,1,35,"Listed post-March 2025. 1 active months, £25 total revenue.",,,
🔵 NEW LISTING,B08WPRQ4TY,GRE03C - 001 One Day,Yamas Halloumi Cheese - 1x250g,One Day,,,,,,,,,,,,7.7%,5.7%,,7.7%,,46,18,2,34,9,2,32,"Listed post-March 2025. 2 active months, £18 total revenue.",,,
🔵 NEW LISTING,B08LVF6RJF,SPIMUS01 - 001 Prime,Old India Mustard Seeds Yellow Whole 500g,One Day,,,,,0.0%,0.0%,0.0%,0.6%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.1%,,"3,519",15,1,524,0,1,524,"Listed post-March 2025. 1 active months, £15 total revenue.",,,
⚫ DORMANT,B09RQS4SBQ,DRI12B - 002 Prime,"Buchanans Glace Red Cherries, 1 Kg Tub, Perfect For Baking, Decorating Cakes, Tarts, Panettones and Cookies",One Day,95.7%,89.1%,93.7%,93.7%,97.6%,96.0%,95.7%,89.0%,93.1%,93.9%,96.2%,,,92.4%,94.3%,1.9%,"2,006",12902,921,0,0,11,0,"No recent activity. Had £12,902 total revenue. Check if still listed/in stock.",,,
⚫ DORMANT,B085PN6X4C,VALRHO002 - 003 Prime,"Valrhona Cocoa Powder 100%, 8.2 oz",One Day,98.0%,96.5%,86.4%,96.6%,100.0%,99.2%,97.4%,96.7%,81.0%,,,,,97.2%,93.9%,-3.3%,772,4965,258,0,0,9,0,"No recent activity. Had £4,965 total revenue. Check if still listed/in stock.",,,
⚫ DORMANT,B07PFQXZRD,COM01A - 001,Callebaut - Pure Pistachio Paste 1kg,One Day,75.4%,69.4%,,52.2%,48.1%,51.1%,63.1%,51.7%,64.7%,64.7%,,,,72.4%,56.5%,-15.9%,"2,067",2725,25,0,0,8,0,"No recent activity. Had £2,725 total revenue. Check if still listed/in stock.",,,
⚫ DORMANT,B08WJ8KQPK,DEC014 - 001 Prime,"Callebaut White Chocolate Crispearls CEW, CC, W1CRIE0, W97, 800g",One Day,81.6%,84.9%,57.1%,90.9%,73.4%,89.4%,86.4%,85.9%,82.0%,50.0%,,,,83.2%,76.9%,-6.4%,638,1069,50,0,0,9,0,"No recent activity. Had £1,069 total revenue. Check if still listed/in stock.",,,
⚫ DORMANT,B01EE3T48C,FLO19C - 006 Prime,Doves Farm | Gluten Free Brown Bread Flour | 3 x 1kg,One Day,30.8%,5.7%,12.2%,3.3%,0.9%,0.0%,0.0%,0.6%,78.5%,,,,,18.2%,13.6%,-4.6%,"1,634",550,39,0,0,5,0,No recent activity. Had £550 total revenue. Check if still listed/in stock.,,,
⚫ DORMANT,B07N8DJTBD,RTS15 - 001,Essential Cuisine - The Sauce Collection - Wild Mushroom Concentrated Sauce Base 800g,One Day,93.8%,100.0%,54.6%,70.6%,76.9%,0.0%,0.0%,7.1%,0.0%,0.0%,100.0%,,,96.9%,34.4%,-62.5%,115,373,12,0,0,9,0,No recent activity. Had £373 total revenue. Check if still listed/in stock.,,,
⚪ LOW TRAFFIC,B0D8QDLD2C,MAY26B - 002 Prime,Lion Vegan Mayonnaise (Bottle) 1ltr (Pack of 6),One Day,100.0%,100.0%,100.0%,100.0%,100.0%,87.5%,90.0%,,,,,,,100.0%,95.5%,-4.5%,36,197,8,0,0,4,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D92PN94C,UHT31B - 001 Prime,"Jersey Dairy Luxury Soft Ice Cream & Thickshake Mix – 1 L Carton, Creamy Premium Ice Cream Base",One Day,90.3%,96.9%,100.0%,95.1%,95.7%,100.0%,100.0%,83.3%,100.0%,100.0%,90.9%,100.0%,100.0%,93.6%,96.5%,2.9%,234,190,21,12,9,6,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B00CCG7KNK,DES04 - 001,Callebaut White Chocolate Mousse Powder 800 g (Pack of 2),One Day,0.0%,0.0%,0.0%,0.0%,,,0.0%,20.0%,0.0%,0.0%,0.0%,80.0%,87.5%,0.0%,12.5%,12.5%,68,175,4,7,0,3,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FTMS5PFY,FAT01B - 002 One Day,Bespoke Foods Pure Duck Fat 320g – Pack of 6 | Premium Cooking & Roasting Fat,One Day,,,,,,,,,100.0%,87.5%,100.0%,,,,95.8%,,18,174,6,0,0,3,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0DWTGY18J,CHU12 - 002 Prime,The Bay Tree Spicy Gooseberry & Coriander Chutney 1.3kg (BBE JAN 2026),One Day,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,94.4%,100.0%,100.0%,100.0%,,100.0%,100.0%,99.4%,-0.6%,103,162,8,10,0,5,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0DZDBWWKD,UHT31C - 002,Jersey Luxury CHOCOLATE Ice Cream Mix 1ltr - (Pack of 12),One Day,,,81.8%,100.0%,100.0%,90.9%,100.0%,,,,,100.0%,100.0%,,95.5%,,43,162,2,2,0,2,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0C9MV1P2H,Bundle - 005 Prime,"Bundle - Power 41%, 80%, Velvet 3 x 2.5 kg Compatible with Callebaut",One Day,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,57.1%,100.0%,100.0%,100.0%,,0.0%,33.3%,100.0%,84.1%,-15.9%,75,145,1,3,0,1,2,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0DG5XHMQ3,SASCO003 - 003 Prime,"Sasco Vegan Mayonnaise, 5 Litres",One Day,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,,,100.0%,100.0%,0.0%,106,136,8,0,0,6,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G6FDG2FJ,DRIPRU003 - 001 Prime,"Curtis Dried Pitted Prunes 3kg – Premium Whole Pitted Prunes – Naturally Sweet, Soft & Ready to Eat – Bulk Catering Pack",One Day,,,,,,,,,,,,100.0%,100.0%,,100.0%,,19,117,5,12,70,2,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0D4VMNFKN,CAL08A - 005 Prime,POWER - 80% Callets - 2.5kg (2),One Day,70.6%,85.7%,100.0%,100.0%,85.7%,,83.3%,,50.0%,0.0%,100.0%,100.0%,100.0%,78.1%,77.4%,-0.8%,59,104,1,7,0,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B07SRGQDV3,MONIN21M Prime,"Monin Honeycomb Coffee & Cocktail Syrup Plastic Bottle 1 Litre (4 Bottles, No Pumps)",One Day,,,,0.0%,0.0%,50.0%,100.0%,,100.0%,100.0%,66.7%,33.3%,40.0%,,56.3%,,30,96,2,10,0,2,6,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B003TRZUPG,MEA03C - 001 Prime,Pampeano Corned Beef 340g,One Day,,,,,,,,100.0%,95.2%,100.0%,,,,,98.4%,,34,81,5,0,0,3,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G53R1SLJ,CALPEN003 - 001 One,Callebaut Selection White Chocolate X-Large Pencils 115 pieces Decorative Chocolate for Cakes Desserts Pastry and Ice Cream 900g,One Day,,,,,,,,,,,100.0%,90.5%,90.5%,,95.2%,,48,78,2,19,39,2,1,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0FB3ZHCVQ,Bundle - 028 Prime x2,"Callebaut Bundle W2, 811, 823 3 x 1kg and gold and ruby 2 x 400g",One Day,,,,,,,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,,100.0%,,39,78,1,6,0,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G4SJ5LTK,CALTRU001 - 001 One,Callebaut Dark Chocolate Truffle Shells – 504 pcs / 1.36 kg – Ready‑Made Belgian Cocoa Shells for Professional Truffles & Pralines Sold by Parkers Foodservice,One Day,,,,,,,,,,,75.0%,,,,75.0%,,8,76,1,0,0,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B08BPCVV6H,CUS04 - 005 Prime,Birds Custard Powder - 4x3kg,One Day,,,,,,,,,,,0.0%,0.0%,85.7%,,0.0%,,8,68,1,5,68,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B0G4S45XR4,LAUMO001 - 001 One,"Laumont Porcini Mushroom Powder – 75 g Finely Ground Wild Porcini (Boletus edulis) for Sauces, Soups, Risottos & Vegan Dishes",One Day,,,,,,,,,,,100.0%,90.9%,93.3%,,95.5%,,21,62,5,10,37,2,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
⚪ LOW TRAFFIC,B015Y1OMX0,CRUSHA001 - 002,Crusha Milkshake Mix Banana Flavour 1 Litre (Pack of 12 x 1ltr),One Day,0.0%,0.0%,61.5%,0.0%,16.7%,56.3%,4.8%,17.9%,25.0%,75.0%,100.0%,100.0%,92.3%,0.0%,45.7%,45.7%,111,62,1,10,0,1,0,Minimal visibility. Consider if listing needs optimisation or if product is viable on Amazon.,,,
